"Type","Key","DisplayName","SemanticCategory","Rank","IconResRef","SourcePath","Alignment"
"Ability","SunderingSweep3","SunderingSweep3","Harmful","3","ife_sundersweep3","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","SuppressingShot1","SuppressingShot1","Harmful","1","ife_supprsht1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","SuppressingShot2","SuppressingShot2","Harmful","2","ife_supprsht2","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","SuppressingShot3","SuppressingShot3","Harmful","3","ife_supprsht3","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","SuppressingShot4","SuppressingShot4","Harmful","4","ife_supprsht4","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","SuppressingShotTechnique","SuppressingShotTechnique","Harmful","","ife_supp_shot","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","SuppressionStance1","SuppressionStance1","Self","1","ife_supprstnc1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","SuppressiveLine1","SuppressiveLine1","Harmful","1","ife_supprline1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","SuppressiveLine2","SuppressiveLine2","Harmful","2","ife_supprline2","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","SurgeStrike1","SurgeStrike1","Harmful","1","ife_surgestrike1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","SurgeStrike2","SurgeStrike2","Harmful","2","ife_surgestrike2","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","SustainBurn","SustainBurn","Harmful","","ife_susburn","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","SustainBurnTechnique","Sustain Burn","Self","","ife_msusburn","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","SweepingFlank1","SweepingFlank1","Harmful","1","ife_sweepflank1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","SweepingFlank2","SweepingFlank2","Harmful","2","ife_sweepflank2","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","SweepingFlank3","SweepingFlank3","Harmful","3","ife_sweepflank3","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","SweepingGuard1","SweepingGuard1","Harmful","1","ife_sweepgrd1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","SweepingGuard2","SweepingGuard2","Beneficial","2","ife_sweepgrd2","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","SystemicShutdown1","SystemicShutdown1","Harmful","1","ife_systemshut1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","TacticalEscape1","TacticalEscape1","Self","1","ife_tactscp1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","TacticalEscape2","TacticalEscape2","Self","2","ife_tactscp2","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","TacticalMarkTechnique","TacticalMarkTechnique","Harmful","","ife_tact_mark","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","TailSweepTechnique","TailSweepTechnique","Harmful","","ife_tail_sweep","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","TargetLockTechnique","TargetLockTechnique","Harmful","","ife_targ_lock","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","TauntingDeflection1","TauntingDeflection1","Harmful","1","ife_tntngdflc1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","TauntingDeflection2","TauntingDeflection2","Harmful","2","ife_tauntdefl2","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","TauntingDeflection3","TauntingDeflection3","Harmful","3","ife_tauntdefl3","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","TauntingDeflection4","TauntingDeflection4","Harmful","4","ife_tauntdefl4","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","TechniquePotencyTrait","TechniquePotencyTrait","Passive","","ife_tech_potency","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","TempestBloom1","TempestBloom1","Harmful","1","ife_tempbloom1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","TempestRelease1","TempestRelease1","Harmful","1","ife_temprls1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","TempestStance1","TempestStance1","Self","1","ife_tempstance1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","TerrifyingBellowTechnique","TerrifyingBellowTechnique","Control","","ife_terr_bellow","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","ThermalDetonator1","ThermalDetonator1","Harmful","1","ife_thermdet1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","ThrowLightsaber1","ThrowLightsaber1","Harmful","1","ife_throwlghts1","SWLOR_Haks\sw_2da\feat.2da","Neutral"
"Ability","ThrowLightsaber2","ThrowLightsaber2","Harmful","2","ife_throwlghts2","SWLOR_Haks\sw_2da\feat.2da","Neutral"
"Ability","ThrowLightsaber3","ThrowLightsaber3","Harmful","3","ife_throwlghts3","SWLOR_Haks\sw_2da\feat.2da","Neutral"
"Ability","ThrowRock1","ThrowRock1","Harmful","1","ife_throwrck1","SWLOR_Haks\sw_2da\feat.2da","Light"
"Ability","ThrowRock2","ThrowRock2","Harmful","2","ife_throwrck2","SWLOR_Haks\sw_2da\feat.2da","Light"
"Ability","ThrowRock3","ThrowRock3","Harmful","3","ife_throwrck3","SWLOR_Haks\sw_2da\feat.2da","Light"
"Ability","TotalForceDenial1","TotalForceDenial1","Harmful","1","ife_totforden1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","ToxicCloudTechnique","ToxicCloudTechnique","Harmful","","ife_toxic_cloud","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","ToxicSpitTechnique","ToxicSpitTechnique","Harmful","","ife_toxic_spit","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","TranqCone1","TranqCone1","Control","1","ife_trnqcn1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","TranqCone2","TranqCone2","Control","2","ife_trnqcn2","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","TranquilizerShot1","TranquilizerShot1","Control","1","ife_tranqsht1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","TranquilizerShot2","TranquilizerShot2","Control","2","ife_tranqsht2","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","TreatmentKit1","TreatmentKit1","Beneficial","1","ife_treatkit1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","TreatmentKit2","TreatmentKit2","Beneficial","2","ife_treatkit2","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","TreatmentKit3","TreatmentKit3","Beneficial","3","ife_treatkit3","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","TwinGuardStance1","TwinGuardStance1","Self","1","ife_twngrdstn1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","TwinIntercept1","TwinIntercept1","Beneficial","1","ife_twnntrcpt1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","TwinIntercept2","TwinIntercept2","Harmful","2","ife_twinintc2","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","TwinIntercept3","TwinIntercept3","Harmful","3","ife_twinintc3","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","TwinIntercept4","TwinIntercept4","Harmful","4","ife_twinintc4","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","TwinRupture1","TwinRupture1","Harmful","1","ife_twinrupture1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","TwinRupture2","TwinRupture2","Harmful","2","ife_twinrupture2","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","UnbreakableBeast1","UnbreakableBeast1","Beneficial","1","ife_unbrkbst1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","UnmovingCenter1","UnmovingCenter1","Self","1","ife_unmovecntr1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","UntouchableInstinct1","UntouchableInstinct1","Beneficial","1","ife_untchnstnct1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","VeiledStrike1","VeiledStrike1","Harmful","1","ife_veilstrk1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","VeiledStrike2","VeiledStrike2","Harmful","2","ife_veilstrk2","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","VeiledStrike3","VeiledStrike3","Harmful","3","ife_veilstrk3","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","VeiledStrike4","VeiledStrike4","Harmful","4","ife_veilstrk4","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","VenomSprayTechnique","VenomSprayTechnique","Harmful","","ife_venom_spray","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","VersatileStrike1","VersatileStrike1","Harmful","1","ife_versstrike1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","VersatileStrike2","VersatileStrike2","Harmful","2","ife_versstrike2","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","VersatileStrike3","VersatileStrike3","Harmful","3","ife_versstrike3","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","VersatileStrike4","VersatileStrike4","Harmful","4","ife_versstrk4","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","VigorStance1","VigorStance1","Self","1","ife_vigorstance1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","VigorThrust1","VigorThrust1","Harmful","1","ife_vigorthrust1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","VigorThrust2","VigorThrust2","Harmful","2","ife_vigorthrust2","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","VigorThrust3","VigorThrust3","Harmful","3","ife_vigorthrust3","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","VigorThrust4","VigorThrust4","Harmful","4","ife_vigorthrust4","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","ViralCascade1","ViralCascade1","Harmful","1","ife_viralcasc1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","VirulentBlade1","VirulentBlade1","Harmful","1","ife_virblade1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","VirulentBlade2","VirulentBlade2","Harmful","2","ife_virblade2","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","VirulentBlade3","VirulentBlade3","Harmful","3","ife_virblade3","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","VitalRupture1","VitalRupture1","Harmful","1","ife_vitalrupt1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","VitalStrike1","VitalStrike1","Harmful","1","ife_vitalstrike1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","VolatileCompound1","VolatileCompound1","Harmful","1","ife_volcomp1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","VolatileCompound2","VolatileCompound2","Harmful","2","ife_volcomp2","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","WardBond1","WardBond1","Beneficial","1","ife_wardbond1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","WardBond2","WardBond2","Beneficial","2","ife_wardbond2","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","WardBond3","WardBond3","Beneficial","3","ife_wardbond3","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","WardBond4","WardBond4","Beneficial","4","ife_wardbond4","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","WardenClamp","WardenClamp","Control","","ife_wardclamp","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","WardenClampTechnique","Warden Clamp","Control","","ife_mwardclamp","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","WardenMark","WardenMark","Harmful","","ife_wardmark","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","WardenMarkTechnique","Warden Mark","Harmful","","ife_mwardmark","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","WardenMaul","WardenMaul","Control","","ife_wardmaul","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","WardenMaulTechnique","Warden Maul","Control","","ife_mwardmaul","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","WardenOrder","WardenOrder","Control","","ife_wardord","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","WardenOrderTechnique","Warden Order","Beneficial","","ife_mwardorder","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","WardenRend","WardenRend","Control","","ife_wardrend","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","WardenRendTechnique","Warden Rend","Harmful","","ife_mwardrend","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","WardenSweep","WardenSweep","Harmful","","ife_wardsweep","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","WardenSweepTechnique","Warden Sweep","Self","","ife_mwardsweep","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","WardenWall","WardenWall","Control","","ife_wardwall","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","WardenWallTechnique","Warden Wall","Self","","ife_mwardwall","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","WardingHowl1","WardingHowl1","Beneficial","1","ife_wardinghowl1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","WardingHowl2","WardingHowl2","Beneficial","2","ife_wardinghowl2","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","WardingHowl3","WardingHowl3","Beneficial","3","ife_wardinghowl3","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","WardStrike1","WardStrike1","Beneficial","1","ife_wardstrike1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","WardStrike2","WardStrike2","Beneficial","2","ife_wardstrike2","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","WardStrike3","WardStrike3","Beneficial","3","ife_wardstrike3","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","WardStrike4","WardStrike4","Beneficial","4","ife_wardstrike4","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","WatchfulPresence1","WatchfulPresence1","Beneficial","1","ife_watchpres1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","WatchfulPresence2","WatchfulPresence2","Beneficial","2","ife_watchpres2","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","WatchfulPresence3","WatchfulPresence3","Beneficial","3","ife_watchpres3","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","WeakenResolve1","WeakenResolve1","Harmful","1","ife_weakres1","SWLOR_Haks\sw_2da\feat.2da","Dark"
"Ability","WeakenResolve2","WeakenResolve2","Harmful","2","ife_weakres2","SWLOR_Haks\sw_2da\feat.2da","Dark"
"Ability","WeaponJam1","WeaponJam1","Harmful","1","ife_weaponjam1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","WhirlingGuard1","WhirlingGuard1","Self","1","ife_whirlguard1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","WillFracture","WillFracture","Control","","ife_willfract","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","WillFractureTechnique","Will Fracture","Control","","ife_mwillfract","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","Worldbreaker1","Worldbreaker1","Harmful","1","ife_worldbrkr1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","WristRocket1","WristRocket1","Harmful","1","ife_wristrocket1","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","WristRocket2","WristRocket2","Harmful","2","ife_wristrocket2","SWLOR_Haks\sw_2da\feat.2da",""
"Ability","WristRocket3","WristRocket3","Harmful","3","ife_wristrocket3","SWLOR_Haks\sw_2da\feat.2da",""
"Feat","AccessoryBlueprints1","AccessoryBlueprints1","Passive","1","ife_bp_ring","SWLOR_Haks\sw_2da\feat.2da",""
"Feat","AdaptivePrecisionStrikeTrait","AdaptivePrecisionStrikeTrait","Passive","","ife_adptprecstrk","SWLOR_Haks\sw_2da\feat.2da",""
"Feat","AfflictionMasteryTrait","AfflictionMasteryTrait","Passive","","ife_affl_mstry","SWLOR_Haks\sw_2da\feat.2da",""
"Feat","AlacrityTrait","AlacrityTrait","Passive","","ife_alac","SWLOR_Haks\sw_2da\feat.2da",""
"Feat","AlertnessTrait","AlertnessTrait","Passive","","ife_alertness","SWLOR_Haks\sw_2da\feat.2da",""
"Feat","AmbushTacticsTrait","AmbushTacticsTrait","Passive","","ife_amb_tacti","SWLOR_Haks\sw_2da\feat.2da",""
"Feat","AngerStrikeTrait","AngerStrikeTrait","Passive","","ife_angr_strik","SWLOR_Haks\sw_2da\feat.2da",""
"Feat","ArcStrikeTrait","ArcStrikeTrait","Passive","","ife_arc_strik","SWLOR_Haks\sw_2da\feat.2da",""
"Feat","ArmorBlueprints1","ArmorBlueprints1","Passive","1","ife_bp_shield","SWLOR_Haks\sw_2da\feat.2da",""
"Feat","ArterialReadingTrait","ArterialReadingTrait","Passive","","ife_artrlread","SWLOR_Haks\sw_2da\feat.2da",""
"Feat","AssassinsFocusTrait","AssassinsFocusTrait","Passive","","ife_asn_foc","SWLOR_Haks\sw_2da\feat.2da",""
"Feat","BackAttackTrait","BackAttackTrait","Passive","","ife_backattack","SWLOR_Haks\sw_2da\feat.2da",""
"Feat","BalancedAttunementTrait","BalancedAttunementTrait","Passive","","ife_bal_attn","SWLOR_Haks\sw_2da\feat.2da",""
"Feat","BalancedCurrentTrait","BalancedCurrentTrait","Passive","","ife_balcurr","SWLOR_Haks\sw_2da\feat.2da",""
"Feat","BallisticMasteryTrait","BallisticMasteryTrait","Passive","","ife_ball_mstry","SWLOR_Haks\sw_2da\feat.2da",""
"Feat","BeaconTargetingTrait","BeaconTargetingTrait","Passive","","ife_beaco_targe","SWLOR_Haks\sw_2da\feat.2da",""
"Feat","BeastBloodFrenzyTrait","BeastBloodFrenzyTrait","Passive","","ife_bstbldfrenzy","SWLOR_Haks\sw_2da\feat.2da",""
"Feat","Bite","Bite","Harmful","","bite","SWLOR_Haks\sw_2da\feat.2da",""
"Feat","BladeBlitzTrait","BladeBlitzTrait","Passive","","ife_blade_blitz","SWLOR_Haks\sw_2da\feat.2da",""
"Feat","BlastRadiusTrait","BlastRadiusTrait","Passive","","ife_blast_rad","SWLOR_Haks\sw_2da\feat.2da",""
"Feat","BleedersEyeTrait","BleedersEyeTrait","Passive","","ife_bleed_eye","SWLOR_Haks\sw_2da\feat.2da",""
"Feat","BleedingTempoTrait","BleedingTempoTrait","Passive","","ife_bleedtempo","SWLOR_Haks\sw_2da\feat.2da",""
"Feat","BleedSpreadTrait","BleedSpreadTrait","Passive","","ife_bleedspread","SWLOR_Haks\sw_2da\feat.2da",""
"Feat","BloodFrenzyTrait","BloodFrenzyTrait","Passive","","ife_blood_frenz","SWLOR_Haks\sw_2da\feat.2da",""
"Feat","BloodlustTrait","BloodlustTrait","Passive","","ife_lust","SWLOR_Haks\sw_2da\feat.2da",""
"Feat","BloodseekerTrait","BloodseekerTrait","Passive","","ife_blood","SWLOR_Haks\sw_2da\feat.2da",""
"Feat","BloodWakeTrait","BloodWakeTrait","Passive","","ife_bloodwake","SWLOR_Haks\sw_2da\feat.2da",""
"Feat","BloodWeaponTrait","BloodWeaponTrait","Passive","","ife_blood_wpn","SWLOR_Haks\sw_2da\feat.2da",""
"Feat","BodyguardsResolveTrait","BodyguardsResolveTrait","Passive","","ife_bodyg_resol","SWLOR_Haks\sw_2da\feat.2da",""
"Feat","BolsterResolveTrait","BolsterResolveTrait","Passive","","ife_bolst_resol","SWLOR_Haks\sw_2da\feat.2da",""
"Feat","BombardiersRhythmTrait","BombardiersRhythmTrait","Passive","","ife_bomb_rhy","SWLOR_Haks\sw_2da\feat.2da",""
"Feat","BreachRoundTrait","BreachRoundTrait","Passive","","ife_brch_round","SWLOR_Haks\sw_2da\feat.2da",""
"Feat","BreachStrikeTrait","BreachStrikeTrait","Passive","","ife_brch_strik","SWLOR_Haks\sw_2da\feat.2da",""
"Feat","BreakerReversalTrait","BreakerReversalTrait","Passive","","ife_brkr_rev","SWLOR_Haks\sw_2da\feat.2da",""
"Feat","BreakPostureTrait","BreakPostureTrait","Passive","","ife_brk_postu","SWLOR_Haks\sw_2da\feat.2da",""
"Feat","BrutalEfficiencyTrait","BrutalEfficiencyTrait","Passive","","ife_brut_effic","SWLOR_Haks\sw_2da\feat.2da",""
"Feat","BulwarkTrait","BulwarkTrait","Passive","","ife_bulw","SWLOR_Haks\sw_2da\feat.2da",""
"Feat","ButchersTempoTrait","ButchersTempoTrait","Passive","","ife_butctempo","SWLOR_Haks\sw_2da\feat.2da",""
"Feat","CalculatedStrikesTrait","CalculatedStrikesTrait","Passive","","ife_calc_strik","SWLOR_Haks\sw_2da\feat.2da",""
"Feat","CallBeast","CallBeast","Utility","","ife_callbeast","SWLOR_Haks\sw_2da\feat.2da",""
"Feat","CascadeFailureTrait","CascadeFailureTrait","Passive","","ife_casc_failu","SWLOR_Haks\sw_2da\feat.2da",""
"Feat","CenteringTrait","CenteringTrait","Passive","","ife_cent","SWLOR_Haks\sw_2da\feat.2da",""
"Feat","CenterlineGuardTrait","CenterlineGuardTrait","Passive","","ife_cline_grd","SWLOR_Haks\sw_2da\feat.2da",""
"Feat","CenterOfTheStormTrait","CenterOfTheStormTrait","Passive","","ife_cntrstorm","SWLOR_Haks\sw_2da\feat.2da",""
"Feat","Charge","Charge","Harmful","","ife_lead_charge","SWLOR_Haks\sw_2da\feat.2da",""
"Feat","ChargedBlowsTrait","ChargedBlowsTrait","Passive","","ife_chargedblows","SWLOR_Haks\sw_2da\feat.2da",""
"Feat","ChatCommandTargeter","ChatCommandTargeter","Utility","","ife_farshot","SWLOR_Haks\sw_2da\feat.2da;SWLOR_Haks\sw_2da\spells.2da",""
"Feat","CheapShotTrait","CheapShotTrait","Passive","","ife_chpshottrt","SWLOR_Haks\sw_2da\feat.2da",""
"Feat","CityManagementTrait","CityManagementTrait","Passive","","ife_city_mgmt","SWLOR_Haks\sw_2da\feat.2da",""
"Feat","ClusterPouchTrait","ClusterPouchTrait","Passive","","ife_clust_pouch","SWLOR_Haks\sw_2da\feat.2da",""
"Feat","ClusterStormTrait","ClusterStormTrait","Passive","","ife_clust_storm","SWLOR_Haks\sw_2da\feat.2da",""
"Feat","CoagulantTrait","CoagulantTrait","Passive","","ife_coagu","SWLOR_Haks\sw_2da\feat.2da",""
"Feat","CobraReflexesTrait","CobraReflexesTrait","Passive","","ife_cobra_refle","SWLOR_Haks\sw_2da\feat.2da",""
"Feat","CollapseWillTrait","CollapseWillTrait","Passive","","ife_colla_will","SWLOR_Haks\sw_2da\feat.2da","Dark"
"Feat","CombatMomentumTrait","CombatMomentumTrait","Passive","","ife_cmbtmom","SWLOR_Haks\sw_2da\feat.2da",""
"Feat","CommandRadiusTrait","CommandRadiusTrait","Passive","","ife_comma_radiu","SWLOR_Haks\sw_2da\feat.2da",""
"Feat","ConduitFlareTrait","ConduitFlareTrait","Passive","","ife_cond_flare","SWLOR_Haks\sw_2da\feat.2da",""
"Feat","ConduitTrainingTrait","ConduitTrainingTrait","Passive","","ife_cond_train","SWLOR_Haks\sw_2da\feat.2da",""
"Feat","ContainmentNetTrait","ContainmentNetTrait","Passive","","ife_cont_net","SWLOR_Haks\sw_2da\feat.2da",""
"Feat","CourageousResolveTrait","CourageousResolveTrait","Passive","","ife_coura_resol","SWLOR_Haks\sw_2da\feat.2da","Light"
"Feat","CoveringClawsTrait","CoveringClawsTrait","Passive","","ife_cov_claws","SWLOR_Haks\sw_2da\feat.2da",""
"Feat","CoverStoryTrait","CoverStoryTrait","Passive","","ife_cover_story","SWLOR_Haks\sw_2da\feat.2da",""
"Feat","CreditFinderTrait","CreditFinderTrait","Passive","","ife_cred_find","SWLOR_Haks\sw_2da\feat.2da",""
"Feat","CrimsonFuryTrait","CrimsonFuryTrait","Passive","","ife_crim_fury","SWLOR_Haks\sw_2da\feat.2da",""
"Feat","CripplingDefenseTrait","CripplingDefenseTrait","Passive","","ife_crip_defen","SWLOR_Haks\sw_2da\feat.2da",""
"Feat","CripplingPrecisionTrait","CripplingPrecisionTrait","Passive","","ife_crip_prec","SWLOR_Haks\sw_2da\feat.2da",""
"Feat","CriticalWardTrait","CriticalWardTrait","Passive","","ife_crit_ward","SWLOR_Haks\sw_2da\feat.2da",""
"Feat","CruelMomentumTrait","CruelMomentumTrait","Passive","","ife_cruel_mom","SWLOR_Haks\sw_2da\feat.2da","Dark"
"Feat","CrushingBlowTrait","CrushingBlowTrait","Passive","","ife_crush_blow","SWLOR_Haks\sw_2da\feat.2da",""
"Feat","CrushingMasteryTrait","CrushingMasteryTrait","Passive","","ife_crush_mstry","SWLOR_Haks\sw_2da\feat.2da",""
"Feat","CrushingStyleTrait","CrushingStyleTrait","Passive","","ife_crush_style","SWLOR_Haks\sw_2da\feat.2da",""
"Feat","CycloneMasteryTrait","CycloneMasteryTrait","Passive","","ife_cycl_mstry","SWLOR_Haks\sw_2da\feat.2da",""
"Feat","DampeningFieldTrait","DampeningFieldTrait","Passive","","ife_dampe_fld","SWLOR_Haks\sw_2da\feat.2da",""
"Feat","DeadCenterTrait","DeadCenterTrait","Passive","","ife_dead_cente","SWLOR_Haks\sw_2da\feat.2da",""
"Feat","DeadeyeMasteryTrait","DeadeyeMasteryTrait","Passive","","ife_eye_mstry","SWLOR_Haks\sw_2da\feat.2da",""
"Feat","DeadeyeReloadTrait","DeadeyeReloadTrait","Passive","","ife_eye_reload","SWLOR_Haks\sw_2da\feat.2da",""
"Feat","DebilitateTrait","DebilitateTrait","Passive","","ife_debilitate","SWLOR_Haks\sw_2da\feat.2da",""
"Feat","Dedication","Dedication","Harmful","","ife_lead_dedic","SWLOR_Haks\sw_2da\feat.2da",""
"Feat","DeepWoundTrait","DeepWoundTrait","Passive","","ife_deep_wound","SWLOR_Haks\sw_2da\feat.2da",""
"Feat","DefensiveHarmonyTrait","DefensiveHarmonyTrait","Passive","","ife_def_harmo","SWLOR_Haks\sw_2da\feat.2da",""
"Feat","DefensiveModulesTrait","DefensiveModulesTrait","Passive","","ife_def_modul","SWLOR_Haks\sw_2da\feat.2da",""
"Feat","DeflectingReturnTrait","DeflectingReturnTrait","Passive","","ife_deflreturn","SWLOR_Haks\sw_2da\feat.2da",""
"Feat","DeflectionCounterTrait","DeflectionCounterTrait","Passive","","ife_defl_count","SWLOR_Haks\sw_2da\feat.2da",""
"Feat","DeflectionMasteryTrait","DeflectionMasteryTrait","Passive","","ife_defl_mstry","SWLOR_Haks\sw_2da\feat.2da",""
"Feat","DeflectionRiposteTrait","DeflectionRiposteTrait","Passive","","ife_defl_ripos","SWLOR_Haks\sw_2da\feat.2da",""
"Feat","DeflectionTrainingTrait","DeflectionTrainingTrait","Passive","","ife_defl_train","SWLOR_Haks\sw_2da\feat.2da",""
"Feat","DeflectivePresenceTrait","DeflectivePresenceTrait","Passive","","ife_defl_pres","SWLOR_Haks\sw_2da\feat.2da",""
"Feat","DevouringStrikeTrait","DevouringStrikeTrait","Passive","","ife_devou_strik","SWLOR_Haks\sw_2da\feat.2da","Dark"
"Feat","DiagnosticSweepTrait","DiagnosticSweepTrait","Passive","","ife_diagn_sweep","SWLOR_Haks\sw_2da\feat.2da",""
"Feat","DisruptionExpertTrait","DisruptionExpertTrait","Passive","","ife_disrp_exper","SWLOR_Haks\sw_2da\feat.2da",""
"Feat","DNAManipulationTrait","DNAManipulationTrait","Passive","","ife_dna_manip","SWLOR_Haks\sw_2da\feat.2da",""
"Feat","DroidAssemblyTrait","DroidAssemblyTrait","Passive","","ife_droid_asm","SWLOR_Haks\sw_2da\feat.2da",""
"Feat","DualWieldTrait","DualWieldTrait","Passive","","ife_dual_wield","SWLOR_Haks\sw_2da\feat.2da",""
"Feat","DuelistsDistanceTrait","DuelistsDistanceTrait","Passive","","ife_duel_dista","SWLOR_Haks\sw_2da\feat.2da",""
"Feat","Earthquake","Earthquake","Harmful","","earthquake","SWLOR_Haks\sw_2da\feat.2da",""
"Feat","EdgeRhythmTrait","EdgeRhythmTrait","Passive","","ife_edge_rhy","SWLOR_Haks\sw_2da\feat.2da",""
"Feat","EmergencySealantTrait","EmergencySealantTrait","Passive","","ife_emerg_seala","SWLOR_Haks\sw_2da\feat.2da",""
"Feat","EnduranceLinkTrait","EnduranceLinkTrait","Passive","","ife_endur_link","SWLOR_Haks\sw_2da\feat.2da",""
