"Verdict","Scope","Tab","BibleRow","Style","BiblePrice","CodePrice","PerkName","BibleSkillRequirements","CodeRequirements","BibleCharacterType","BibleType","BiblePrimaryStat","BibleSecondaryStat","BibleScalingSource","BibleCrossSkill","BibleFP","BibleSTM","BibleCastingTime","BibleCooldownTime","BibleDevStatus","BibleAdditionalRequirements","BibleNotes","BibleDescription","CodeDescription","CodePerk","GrantedFeats","AbilityEvidence","FeatDescriptionEvidence","SpellDescriptionEvidence","Findings"
"PASS","Scoped implemented","Piloting","18","Shipwright","3.0","3","Defensive Modules IV","Piloting 30","Piloting 30","All","Trait","None","None","Legacy Noncombat","","-","-","-","-","Implemented","","","Enables you to attach tier 4 defensive modules on starships.","Enables you to attach tier 4 defensive modules on starships.","DefensiveModules/Piloting/Defensive Modules rank 4","","-","-","-",""
"PASS","Scoped implemented","Piloting","19","Shipwright","4","4","Defensive Modules V","Piloting 40","Piloting 40","All","Trait","None","None","Legacy Noncombat","","-","-","-","-","Implemented","","","Enables you to attach tier 5 defensive modules on starships.","Enables you to attach tier 5 defensive modules on starships.","DefensiveModules/Piloting/Defensive Modules rank 5","","-","-","-",""
"PASS","Scoped implemented","Piloting","21","Shipwright","1.0","1","Offensive Modules I","-","-","All","Trait","None","None","Legacy Noncombat","","-","-","-","-","Implemented","","","Enables you to attach tier 1 offensive modules on starships.","Enables you to attach tier 1 offensive modules on starships.","OffensiveModules/Piloting/Offensive Modules rank 1","OffensiveModulesTrait","OffensiveModulesTrait: no active ability definition","OffensiveModulesTrait: PASS exact Bible text TLK 82220","-",""
"PASS","Scoped implemented","Piloting","22","Shipwright","1.0","1","Offensive Modules II","Piloting 10","Piloting 10","All","Trait","None","None","Legacy Noncombat","","-","-","-","-","Implemented","","","Enables you to attach tier 2 offensive modules on starships.","Enables you to attach tier 2 offensive modules on starships.","OffensiveModules/Piloting/Offensive Modules rank 2","","-","-","-",""
"PASS","Scoped implemented","Piloting","23","Shipwright","2.0","2","Offensive Modules III","Piloting 20","Piloting 20","All","Trait","None","None","Legacy Noncombat","","-","-","-","-","Implemented","","","Enables you to attach tier 3 offensive modules on starships.","Enables you to attach tier 3 offensive modules on starships.","OffensiveModules/Piloting/Offensive Modules rank 3","","-","-","-",""
"PASS","Scoped implemented","Piloting","24","Shipwright","3.0","3","Offensive Modules IV","Piloting 30","Piloting 30","All","Trait","None","None","Legacy Noncombat","","-","-","-","-","Implemented","","","Enables you to attach tier 4 offensive modules on starships.","Enables you to attach tier 4 offensive modules on starships.","OffensiveModules/Piloting/Offensive Modules rank 4","","-","-","-",""
"PASS","Scoped implemented","Piloting","25","Shipwright","4","4","Offensive Modules V","Piloting 40","Piloting 40","All","Trait","None","None","Legacy Noncombat","","-","-","-","-","Implemented","","","Enables you to attach tier 5 offensive modules on starships.","Enables you to attach tier 5 offensive modules on starships.","OffensiveModules/Piloting/Offensive Modules rank 5","","-","-","-",""
"PASS","Scoped implemented","Piloting","27","Shipwright","5.0","5","Energy Management I","Piloting 20","Piloting 20","All","Trait","None","None","Legacy Noncombat","","-","-","-","-","Implemented","","","Reduces energy consumption of modules by 20%.","Reduces energy consumption of modules by 20%.","EnergyManagement/Piloting/Energy Management rank 1","EnergyManagementTrait","EnergyManagementTrait: no active ability definition","EnergyManagementTrait: PASS exact Bible text TLK 82226","-",""
"PASS","Scoped implemented","Piloting","28","Shipwright","5.0","5","Energy Management II","Piloting 40","Piloting 40","All","Trait","None","None","Legacy Noncombat","","-","-","-","-","Implemented","","","Reduces energy consumption of modules by 40%.","Reduces energy consumption of modules by 40%.","EnergyManagement/Piloting/Energy Management rank 2","","-","-","-",""
"PASS","Scoped implemented","Piloting","30","Shipwright","1.0","1","Mining Modules I","-","-","All","Trait","None","None","Legacy Noncombat","","-","-","-","-","Implemented","","","Enables you to attach tier 1 mining modules on starships.","Enables you to attach tier 1 mining modules on starships.","MiningModules/Piloting/Mining Modules rank 1","MiningModulesTrait","MiningModulesTrait: no active ability definition","MiningModulesTrait: PASS exact Bible text TLK 82228","-",""
"PASS","Scoped implemented","Piloting","31","Shipwright","1.0","1","Mining Modules II","Piloting 10","Piloting 10","All","Trait","None","None","Legacy Noncombat","","-","-","-","-","Implemented","","","Enables you to attach tier 2 mining modules on starships.","Enables you to attach tier 2 mining modules on starships.","MiningModules/Piloting/Mining Modules rank 2","","-","-","-",""
"PASS","Scoped implemented","Piloting","32","Shipwright","2.0","2","Mining Modules III","Piloting 20","Piloting 20","All","Trait","None","None","Legacy Noncombat","","-","-","-","-","Implemented","","","Enables you to attach tier 3 mining modules on starships.","Enables you to attach tier 3 mining modules on starships.","MiningModules/Piloting/Mining Modules rank 3","","-","-","-",""
"PASS","Scoped implemented","Piloting","33","Shipwright","3.0","3","Mining Modules IV","Piloting 30","Piloting 30","All","Trait","None","None","Legacy Noncombat","","-","-","-","-","Implemented","","","Enables you to attach tier 4 mining modules on starships.","Enables you to attach tier 4 mining modules on starships.","MiningModules/Piloting/Mining Modules rank 4","","-","-","-",""
"PASS","Scoped implemented","Piloting","34","Shipwright","4","4","Mining Modules V","Piloting 40","Piloting 40","All","Trait","None","None","Legacy Noncombat","","-","-","-","-","Implemented","","","Enables you to attach tier 5 mining modules on starships.","Enables you to attach tier 5 mining modules on starships.","MiningModules/Piloting/Mining Modules rank 5","","-","-","-",""
"PASS","Scoped implemented","Piloting","36","Shipwright","5.0","5","Starship Mining I","Piloting 20","Piloting 20","All","Trait","None","None","Legacy Noncombat","","-","-","-","-","Implemented","","","Mining yield improves by 1 unit per cycle.","Mining yield improves by 1 unit per cycle.","StarshipMining/Piloting/Starship Mining rank 1","StarshipMiningTrait","StarshipMiningTrait: no active ability definition","StarshipMiningTrait: PASS exact Bible text TLK 82233","-",""
"PASS","Scoped implemented","Piloting","37","Shipwright","5.0","5","Starship Mining II","Piloting 40","Piloting 40","All","Trait","None","None","Legacy Noncombat","","-","-","-","-","Implemented","","","Mining yield improves by 2 units per cycle.","Mining yield improves by 2 units per cycle.","StarshipMining/Piloting/Starship Mining rank 2","","-","-","-",""
"PASS","Scoped implemented","Piloting","39","Shipwright","3.0","3","Intuitive Piloting","-","-","All","Trait","None","None","Legacy Noncombat","","-","-","-","-","Implemented","","","Allows for Willpower to be used in place of Perception for starship module effectiveness.","Allows for Willpower to be used in place of Perception for starship module effectiveness.","IntuitivePiloting/Piloting/Intuitive Piloting rank 1","IntuitivePilotingTrait","IntuitivePilotingTrait: no active ability definition","IntuitivePilotingTrait: PASS exact Bible text TLK 4140","-",""
"PASS","Scoped implemented","Leadership","8","Mayor","2.0","2","City Management I","Leadership 5","Leadership 5","All","Trait","None","None","None","","-","-","-","-","Implemented","","","Enables you to become mayor of a city. You can manage cities up to rank 2 (Village).","Enables you to become mayor of a city. You can manage cities up to rank 2 (Village).","CityManagement/Leadership/City Management rank 1","CityManagementTrait","CityManagementTrait: no active ability definition","CityManagementTrait: PASS exact Bible text TLK 82712","-",""
"PASS","Scoped implemented","Leadership","9","Mayor","3.0","3","City Management II","Leadership 10","Leadership 10","All","Trait","None","None","None","","-","-","-","-","Implemented","","","You can manage cities up to rank 3 (Township).","You can manage cities up to rank 3 (Township).","CityManagement/Leadership/City Management rank 2","","-","-","-",""
"PASS","Scoped implemented","Leadership","10","Mayor","4.0","4","City Management III","Leadership 15","Leadership 15","All","Trait","None","None","None","","-","-","-","-","Implemented","","","You can manage cities up to rank 4 (City).","You can manage cities up to rank 4 (City).","CityManagement/Leadership/City Management rank 3","","-","-","-",""
"PASS","Scoped implemented","Leadership","11","Mayor","5.0","5","City Management IV","Leadership 20","Leadership 20","All","Trait","None","None","None","","-","-","-","-","Implemented","","","You can manage cities up to rank 5 (Metropolis).","You can manage cities up to rank 5 (Metropolis).","CityManagement/Leadership/City Management rank 4","","-","-","-",""
"PASS","Scoped implemented","Leadership","12","Mayor","3.0","3","Upkeep I","Leadership 10","Leadership 10","All","Trait","None","None","None","","-","-","-","-","Implemented","","","Weekly maintenance fees are reduced by 5%.","Weekly maintenance fees are reduced by 5%.","Upkeep/Leadership/Upkeep rank 1","UpkeepTrait","UpkeepTrait: no active ability definition","UpkeepTrait: PASS exact Bible text TLK 82716","-",""
"PASS","Scoped implemented","Leadership","13","Mayor","4","4","Upkeep II","Leadership 20","Leadership 20","All","Trait","None","None","None","","-","-","-","-","Implemented","","","Weekly maintenance fees are reduced by 10%.","Weekly maintenance fees are reduced by 10%.","Upkeep/Leadership/Upkeep rank 2","","-","-","-",""
"PASS","Scoped implemented","Leadership","16","Diplomat","2.0","2","Guild Relations I","Leadership 5","Leadership 5","All","Trait","None","None","None","","-","-","-","-","Implemented","","","Improves GP and credit rewards from guild tasks by 5%.","Improves GP and credit rewards from guild tasks by 5%.","GuildRelations/Leadership/Guild Relations rank 1","GuildRelationsTrait","GuildRelationsTrait: no active ability definition","GuildRelationsTrait: PASS exact Bible text TLK 4128","-",""
"PASS","Scoped implemented","Leadership","17","Diplomat","2.0","2","Guild Relations II","Leadership 10","Leadership 10","All","Trait","None","None","None","","-","-","-","-","Implemented","","","Improves GP and credit rewards from guild tasks by 10%.","Improves GP and credit rewards from guild tasks by 10%.","GuildRelations/Leadership/Guild Relations rank 2","","-","-","-",""
"PASS","Scoped implemented","Leadership","18","Diplomat","3.0","3","Guild Relations III","Leadership 15","Leadership 15","All","Trait","None","None","None","","-","-","-","-","Implemented","","","Improves GP and credit rewards from guild tasks by 15%.","Improves GP and credit rewards from guild tasks by 15%.","GuildRelations/Leadership/Guild Relations rank 3","","-","-","-",""
"PASS","Scoped implemented","Leadership","19","Diplomat","3.0","3","Guild Relations IV","Leadership 20","Leadership 20","All","Trait","None","None","None","","-","-","-","-","Implemented","","","Improves GP and credit rewards from guild tasks by 20%.","Improves GP and credit rewards from guild tasks by 20%.","GuildRelations/Leadership/Guild Relations rank 4","","-","-","-",""
"PASS","Scoped implemented","Leadership","24","Vanguard Command","2.0","2","Rallying Standard I","-","-","All","Aura","SOC","None","Design Added","","-","-","2 seconds","30 seconds","Implemented","","Leadership aura. Counts toward the SOC-based aura cap; same-family ranks replace each other. Aura turn-on/replacement grants +1 Leadership CP to tagged NPCs.","Aura: Party members within Leadership range (5m base) gain +3% physical and Force ability hit chance. SOC scaling can raise this to +4%.","Aura: Party members within Leadership range (5m base) gain +3% physical and Force ability hit chance. SOC scaling can raise this to +4%.","RallyingStandard/LeadershipVanguardCommand/Rallying Standard rank 1","RallyingStandard1","RallyingStandard1: RallyingStandardAbilityDefinition.cs name='Rallying Standard I' level=1 skill=Leadership activation=Casted FP=- STM=- cast=2 cooldown=30","RallyingStandard1: PASS exact Bible text TLK 82881","RallyingStandard1: PASS exact Bible text TLK 82881",""
"PASS","Scoped implemented","Leadership","25","Vanguard Command","2.0","2","Press the Attack I","Leadership 5","Leadership 5","All","Combat","SOC","None","Design Added","","-","4.0","Instant","24 seconds","Implemented","","Offensive command. Affects the leader and nearby party members; valid use grants +2 Leadership CP to tagged NPCs. Only one Leadership command effect (Press the Attack, Cleanse Order, Decisive Command) can be active per leader; a new command replaces the previous one.","Party members within Leadership range (5m base) deal +6% damage for 30 seconds. SOC scaling can raise this to +8%.","Party members within Leadership range (5m base) deal +6% damage for 30 seconds. SOC scaling can raise this to +8%.","PressTheAttack/LeadershipVanguardCommand/Press the Attack rank 1","PressTheAttack1","PressTheAttack1: PressTheAttackAbilityDefinition.cs name='Press the Attack I' level=1 skill=Leadership activation=Casted FP=- STM=4 cast=0 cooldown=24","PressTheAttack1: PASS exact Bible text TLK 5327","PressTheAttack1: PASS exact Bible text TLK 5327",""
"PASS","Scoped implemented","Leadership","26","Vanguard Command","3.0","3","Coordinated Focus I","Leadership 8","Leadership 8","All","Aura","SOC","None","Design Added","","-","-","2 seconds","30 seconds","Implemented","","Leadership aura. Counts toward the SOC-based aura cap; same-family ranks replace each other. Aura turn-on/replacement grants +1 Leadership CP to tagged NPCs.","Aura: Party members within Leadership range (5m base) gain +3% critical hit chance. SOC scaling can raise this to +4%.","Aura: Party members within Leadership range (5m base) gain +3% critical hit chance. SOC scaling can raise this to +4%.","CoordinatedFocus/LeadershipVanguardCommand/Coordinated Focus rank 1","CoordinatedFocus1","CoordinatedFocus1: CoordinatedFocusAbilityDefinition.cs name='Coordinated Focus I' level=1 skill=Leadership activation=Casted FP=- STM=- cast=2 cooldown=30","CoordinatedFocus1: PASS exact Bible text TLK 82877","CoordinatedFocus1: PASS exact Bible text TLK 82877",""
"PASS","Scoped implemented","Leadership","27","Vanguard Command","3.0","3","Mark Target I","Leadership 12","Leadership 12","All","Trait","SOC","None","Combat Formula","","-","-","-","-","Implemented","","Single-target focus command. Valid attempt grants +2 Leadership CP to tagged NPCs; the mark applies only on hit. Converted from separate active ability to Trait row for the 4-6 active-button budget. Former active values: STM 5; casting 1 second; cooldown 45 seconds.","Vanguard Command offensive commands mark affected enemies for 30 seconds.
Party members deal +8% damage to marked targets. SOC scaling can raise this to +10%.","Vanguard Command offensive commands mark affected enemies for 30 seconds. Party members deal +8% damage to marked targets. SOC scaling can raise this to +10%.","MarkTarget/LeadershipVanguardCommand/Mark Target rank 1","MarkTargetTrait","MarkTargetTrait: no active ability definition","MarkTargetTrait: PASS exact Bible text TLK 192549","-",""
"PASS","Scoped implemented","Leadership","28","Vanguard Command","2.0","2","Charge Order I","Leadership 15","Leadership 15","All","Aura","SOC","None","Design Added","","-","-","2 seconds","30 seconds","Implemented","","Leadership aura. Counts toward the SOC-based aura cap; same-family ranks replace each other. Aura turn-on/replacement grants +1 Leadership CP to tagged NPCs.","Aura: Party members within Leadership range (5m base) gain +10% movement speed and +30 Mobility Resistance. SOC scaling can raise these to +12% movement speed and +40 Mobility Resistance.","Aura: Party members within Leadership range (5m base) gain +10% movement speed and +30 Mobility Resistance. SOC scaling can raise these to +12% movement speed and +40 Mobility Resistance.","ChargeOrder/LeadershipVanguardCommand/Charge Order rank 1","ChargeOrder1","ChargeOrder1: ChargeOrderAbilityDefinition.cs name='Charge Order I' level=1 skill=Leadership activation=Casted FP=- STM=- cast=2 cooldown=30","ChargeOrder1: PASS exact Bible text TLK 3900","ChargeOrder1: PASS exact Bible text TLK 3900",""
"PASS","Scoped implemented","Leadership","29","Vanguard Command","3.0","3","Press the Attack II","Leadership 18","Leadership 18","All","Combat","SOC","None","Design Added","","-","6.0","Instant","24 seconds","Implemented","","Offensive command. Affects the leader and nearby party members; valid use grants +2 Leadership CP to tagged NPCs. Only one Leadership command effect can be active per leader; a new command replaces the previous one.","Party members within Leadership range (5m base) deal +8% damage for 30 seconds. SOC scaling can raise this to +10%.","Party members within Leadership range (5m base) deal +8% damage for 30 seconds. SOC scaling can raise this to +10%.","PressTheAttack/LeadershipVanguardCommand/Press the Attack rank 2","PressTheAttack2","PressTheAttack2: PressTheAttackAbilityDefinition.cs name='Press the Attack II' level=2 skill=Leadership activation=Casted FP=- STM=6 cast=0 cooldown=24","PressTheAttack2: PASS exact Bible text TLK 5330","PressTheAttack2: PASS exact Bible text TLK 5330",""
"PASS","Scoped implemented","Leadership","30","Vanguard Command","3.0","3","Rallying Standard II","Leadership 22","Leadership 22","All","Aura","SOC","None","Design Added","","-","-","2 seconds","30 seconds","Implemented","","Leadership aura. Counts toward the SOC-based aura cap; same-family ranks replace each other. Aura turn-on/replacement grants +1 Leadership CP to tagged NPCs.","Aura: Party members within Leadership range (5m base) gain +5% physical and Force ability hit chance. SOC scaling can raise this to +6%.","Aura: Party members within Leadership range (5m base) gain +5% physical and Force ability hit chance. SOC scaling can raise this to +6%.","RallyingStandard/LeadershipVanguardCommand/Rallying Standard rank 2","RallyingStandard2","RallyingStandard2: RallyingStandardAbilityDefinition.cs name='Rallying Standard II' level=2 skill=Leadership activation=Casted FP=- STM=- cast=2 cooldown=30","RallyingStandard2: PASS exact Bible text TLK 3796","RallyingStandard2: PASS exact Bible text TLK 3796",""
"PASS","Scoped implemented","Leadership","31","Vanguard Command","3.0","3","Break Morale I","Leadership 25","Leadership 25","All","Combat","SOC","None","Combat Formula","","-","7.0","0.5 seconds","45 seconds","Implemented","","Reliable area control command. Grants +2 Leadership CP to tagged NPCs if at least one enemy is affected.","Enemies within Leadership range (5m base) suffer Flash for 30 seconds, reducing physical and Force ability hit chance by 10%.
SOC scaling can raise the penalty to 12%. This command applies reliably to valid enemies within Leadership range (5m base).","Enemies within Leadership range (5m base) suffer Flash for 30 seconds, reducing physical and Force ability hit chance by 10%. SOC scaling can raise the penalty to 12%. This command applies reliably to valid enemies within Leadership range (5m base).","BreakMorale/LeadershipVanguardCommand/Break Morale rank 1","BreakMorale1","BreakMorale1: BreakMoraleAbilityDefinition.cs name='Break Morale I' level=1 skill=Leadership activation=Casted FP=- STM=7 cast=0.5 cooldown=45","BreakMorale1: PASS exact Bible text TLK 5411","BreakMorale1: PASS exact Bible text TLK 5411",""
"PASS","Scoped implemented","Leadership","32","Vanguard Command","4.0","4","Coordinated Focus II","Leadership 28","Leadership 28","All","Aura","SOC","None","Design Added","","-","-","2 seconds","30 seconds","Implemented","","Leadership aura. Counts toward the SOC-based aura cap; same-family ranks replace each other. Aura turn-on/replacement grants +1 Leadership CP to tagged NPCs.","Aura: Party members within Leadership range (5m base) gain +4% critical hit chance and +5% critical damage. SOC scaling can raise these to +5% and +7%.","Aura: Party members within Leadership range (5m base) gain +4% critical hit chance and +5% critical damage. SOC scaling can raise these to +5% and +7%.","CoordinatedFocus/LeadershipVanguardCommand/Coordinated Focus rank 2","CoordinatedFocus2","CoordinatedFocus2: CoordinatedFocusAbilityDefinition.cs name='Coordinated Focus II' level=2 skill=Leadership activation=Casted FP=- STM=- cast=2 cooldown=30","CoordinatedFocus2: PASS exact Bible text TLK 3773","CoordinatedFocus2: PASS exact Bible text TLK 3773",""
"PASS","Scoped implemented","Leadership","33","Vanguard Command","3.0","3","Command Presence I","Leadership 30","Leadership 30","All","Trait","SOC","None","Design Added","","-","-","-","-","Implemented","","Shared Leadership range and duration trait. Does not extend Decisive Command or Hold the Line.","All Leadership auras and area commands have +2m range. Non-capstone Leadership command buffs last 2 seconds longer.
SOC scaling can raise the duration bonus to +3 seconds.","All Leadership auras and area commands have +2m range. Non-capstone Leadership command buffs last 2 seconds longer. SOC scaling can raise the duration bonus to +3 seconds.","CommandRadius/LeadershipVanguardCommand/Command Presence rank 1","CommandRadiusTrait","CommandRadiusTrait: no active ability definition","CommandRadiusTrait: PASS exact Bible text TLK 4129","-",""
"PASS","Scoped implemented","Leadership","34","Vanguard Command","4.0","4","Mark Target II","Leadership 35","Leadership 35","All","Trait","SOC","None","Combat Formula","","-","-","-","-","Implemented","","Single-target focus command. Valid attempt grants +2 Leadership CP to tagged NPCs; the mark applies only on hit. Converted from separate active ability to Trait row for the 4-6 active-button budget. Former active values: STM 7; casting 1 second; cooldown 45 seconds.","Vanguard Command offensive commands mark affected enemies for 30 seconds. Party members deal +12% damage to marked targets, and marked targets suffer -10% evasion chance.
SOC scaling can raise these to +15% damage and -12% evasion.","Vanguard Command offensive commands mark affected enemies for 30 seconds. Party members deal +12% damage to marked targets, and marked targets suffer -10% evasion chance. SOC scaling can raise these to +15% damage and -12% evasion.","MarkTarget/LeadershipVanguardCommand/Mark Target rank 2","","-","-","-",""
"PASS","Scoped implemented","Leadership","35","Vanguard Command","3.0","3","Charge Order II","Leadership 38","Leadership 38","All","Aura","SOC","None","Design Added","","-","-","2 seconds","30 seconds","Implemented","","Leadership aura. Counts toward the SOC-based aura cap; same-family ranks replace each other. Aura turn-on/replacement grants +1 Leadership CP to tagged NPCs.","Aura: Party members within Leadership range (5m base) gain +15% movement speed and +50 Mobility Resistance. SOC scaling can raise these to +18% movement speed and +65 Mobility Resistance.","Aura: Party members within Leadership range (5m base) gain +15% movement speed and +50 Mobility Resistance. SOC scaling can raise these to +18% movement speed and +65 Mobility Resistance.","ChargeOrder/LeadershipVanguardCommand/Charge Order rank 2","ChargeOrder2","ChargeOrder2: ChargeOrderAbilityDefinition.cs name='Charge Order II' level=2 skill=Leadership activation=Casted FP=- STM=- cast=2 cooldown=30","ChargeOrder2: PASS exact Bible text TLK 3901","ChargeOrder2: PASS exact Bible text TLK 3901",""
"PASS","Scoped implemented","Leadership","36","Vanguard Command","4.0","4","Press the Attack III","Leadership 40","Leadership 40","All","Combat","SOC","None","Design Added","","-","9.0","Instant","30 seconds","Implemented","","Offensive command. Affects the leader and nearby party members; valid use grants +2 Leadership CP to tagged NPCs. Only one Leadership command effect can be active per leader; a new command replaces the previous one.","Party members within Leadership range (5m base) gain +10% damage and +5% physical and Force ability hit chance for 30 seconds. SOC scaling can raise these to +12% damage and +7% hit chance.","Party members within Leadership range (5m base) gain +10% damage and +5% physical and Force ability hit chance for 30 seconds. SOC scaling can raise these to +12% damage and +7% hit chance.","PressTheAttack/LeadershipVanguardCommand/Press the Attack rank 3","PressTheAttack3","PressTheAttack3: PressTheAttackAbilityDefinition.cs name='Press the Attack III' level=3 skill=Leadership activation=Casted FP=- STM=9 cast=0 cooldown=30","PressTheAttack3: PASS exact Bible text TLK 5412","PressTheAttack3: PASS exact Bible text TLK 5412",""
"PASS","Scoped implemented","Leadership","37","Vanguard Command","4.0","4","Break Morale II","Leadership 42","Leadership 42","All","Combat","SOC","None","Combat Formula","","-","9.0","0.5 seconds","45 seconds","Implemented","","Reliable area control command. Grants +2 Leadership CP to tagged NPCs if at least one enemy is affected.","Enemies within Leadership range (5m base) suffer Flash, reducing physical and Force ability hit chance by 15%, and Weakened, reducing Attack by 12%, for 30 seconds. SOC scaling can raise these penalties to 18% and 15%. This command applies reliably to valid enemies within Leadership range (5m base).","Enemies within Leadership range (5m base) suffer Flash, reducing physical and Force ability hit chance by 15%, and Weakened, reducing Attack by 12%, for 30 seconds. SOC scaling can raise these penalties to 18% and 15%. This command applies reliably to valid enemies within Leadership range (5m base).","BreakMorale/LeadershipVanguardCommand/Break Morale rank 2","BreakMorale2","BreakMorale2: BreakMoraleAbilityDefinition.cs name='Break Morale II' level=2 skill=Leadership activation=Casted FP=- STM=9 cast=0.5 cooldown=45","BreakMorale2: PASS exact Bible text TLK 5345","BreakMorale2: PASS exact Bible text TLK 5345",""
"PASS","Scoped implemented","Leadership","38","Vanguard Command","4.0","4","Coordinated Focus III","Leadership 45","Leadership 45","All","Aura","SOC","None","Design Added","","-","-","2 seconds","30 seconds","Implemented","","Leadership aura. Counts toward the SOC-based aura cap; same-family ranks replace each other. Aura turn-on/replacement grants +1 Leadership CP to tagged NPCs.","Aura: Party members within Leadership range (5m base) gain +6% critical hit chance and +8% critical damage. SOC scaling can raise these to +7% and +10%.","Aura: Party members within Leadership range (5m base) gain +6% critical hit chance and +8% critical damage. SOC scaling can raise these to +7% and +10%.","CoordinatedFocus/LeadershipVanguardCommand/Coordinated Focus rank 3","CoordinatedFocus3","CoordinatedFocus3: CoordinatedFocusAbilityDefinition.cs name='Coordinated Focus III' level=3 skill=Leadership activation=Casted FP=- STM=- cast=2 cooldown=30","CoordinatedFocus3: PASS exact Bible text TLK 3774","CoordinatedFocus3: PASS exact Bible text TLK 3774",""
"PASS","Scoped implemented","Leadership","39","Vanguard Command","3.0","3","Command Presence II","Leadership 48","Leadership 48","All","Trait","SOC","None","Design Added","","-","-","-","-","Implemented","","Shared Leadership range and duration trait. Does not extend Decisive Command or Hold the Line.","All Leadership auras and area commands have +4m range. Non-capstone Leadership command buffs last 4 seconds longer.
SOC scaling can raise the duration bonus to +5 seconds.","All Leadership auras and area commands have +4m range. Non-capstone Leadership command buffs last 4 seconds longer. SOC scaling can raise the duration bonus to +5 seconds.","CommandRadius/LeadershipVanguardCommand/Command Presence rank 2","","-","-","-",""
"PASS","Scoped implemented","Leadership","40","Vanguard Command","5.0","5","Decisive Command","Leadership 50","Leadership 50; Quest decisive_command_mastery","All","Combat","SOC","None","Design Added","","-","15.0","1 second","90 seconds","Implemented","","Player capstone: shared Capstone timer; uses a fixed 90-second capstone cooldown with a 45-second active duration and has no weapon/tool activation requirement. Only one Leadership command effect can be active per leader; a new command replaces the previous one. Leadership damage-reduction effects do not stack; the strongest active source applies.","For 45 seconds, party members within Leadership range (5m base), including you, gain +12% damage, +6% physical and Force ability hit chance, +6% critical hit chance, and restore 1 STM every 3 seconds. SOC scaling can raise the bonuses to +15%, +8%, and +8%.","For 45 seconds, party members within Leadership range (5m base), including you, gain +12% damage, +6% physical and Force ability hit chance, +6% critical hit chance, and restore 1 STM every 3 seconds. SOC scaling can raise the bonuses to +15%, +8%, and +8%.","DecisiveCommand/LeadershipVanguardCommand/Decisive Command rank 1","DecisiveCommand1","DecisiveCommand1: DecisiveCommandAbilityDefinition.cs name='Decisive Command' level=1 skill=Leadership activation=Casted FP=- STM=15 cast=1 cooldown=90","DecisiveCommand1: PASS exact Bible text TLK 81182","DecisiveCommand1: PASS exact Bible text TLK 81182",""
"PASS","Scoped implemented","Leadership","43","Field Steward","2.0","2","Watchful Presence I","-","-","All","Aura","SOC","None","Design Added","","-","-","2 seconds","30 seconds","Implemented","","Leadership aura. Counts toward the SOC-based aura cap; same-family ranks replace each other. Aura turn-on/replacement grants +1 Leadership CP to tagged NPCs.","Aura: Party members within Leadership range (5m base) take 4% less physical and Force damage. SOC scaling can raise this to 5%.","Aura: Party members within Leadership range (5m base) take 4% less physical and Force damage. SOC scaling can raise this to 5%.","WatchfulPresence/LeadershipFieldSteward/Watchful Presence rank 1","WatchfulPresence1","WatchfulPresence1: WatchfulPresenceAbilityDefinition.cs name='Watchful Presence I' level=1 skill=Leadership activation=Casted FP=- STM=- cast=2 cooldown=30","WatchfulPresence1: PASS exact Bible text TLK 82883","WatchfulPresence1: PASS exact Bible text TLK 82883",""
"PASS","Scoped implemented","Leadership","44","Field Steward","2.0","2","Rousing Shout I","Leadership 5","Leadership 5","All","Combat","SOC","None","Design Added","","-","6.0","1 second","45 seconds","Implemented","","Single-target rescue command. Valid use grants +2 Leadership CP to tagged NPCs.","Bolsters one living ally, granting temporary HP equal to 10% of maximum HP for 30 seconds.
SOC scaling can raise this to 13%. If the target is at or below 35% HP, they also take 10% less damage, scaling up to 12%.","Bolsters one living ally, granting temporary HP equal to 10% of maximum HP for 30 seconds. SOC scaling can raise this to 13%. If the target is at or below 35% HP, they also take 10% less damage, scaling up to 12%.","RousingShout/LeadershipFieldSteward/Rousing Shout rank 1","RousingShout1","RousingShout1: RousingShoutAbilityDefinition.cs name='Rousing Shout I' level=1 skill=Leadership activation=Casted FP=- STM=6 cast=1 cooldown=45","RousingShout1: PASS exact Bible text TLK 5414","RousingShout1: PASS exact Bible text TLK 5414",""
"PASS","Scoped implemented","Leadership","45","Field Steward","3.0","3","Steady Formation I","Leadership 8","Leadership 8","All","Aura","SOC","None","Design Added","","-","-","2 seconds","30 seconds","Implemented","","Leadership aura. Counts toward the SOC-based aura cap; same-family ranks replace each other. Aura turn-on/replacement grants +1 Leadership CP to tagged NPCs.","Aura: Party members within Leadership range (5m base) gain +3% evasion chance, +30 Mind Resistance, and +30 Mobility Resistance. SOC scaling can raise these to +4% evasion chance, +40 Mind Resistance, and +40 Mobility Resistance.","Aura: Party members within Leadership range (5m base) gain +3% evasion chance, +30 Mind Resistance, and +30 Mobility Resistance. SOC scaling can raise these to +4% evasion chance, +40 Mind Resistance, and +40 Mobility Resistance.","SteadyFormation/LeadershipFieldSteward/Steady Formation rank 1","SteadyFormation1","SteadyFormation1: SteadyFormationAbilityDefinition.cs name='Steady Formation I' level=1 skill=Leadership activation=Casted FP=- STM=- cast=2 cooldown=30","SteadyFormation1: PASS exact Bible text TLK 4043","SteadyFormation1: PASS exact Bible text TLK 4043",""
