TrackerRow,Group,Perk,OriginalTestStatus,BibleTab,BibleRow,MetadataReview,CodePerk,AbilityEvidence,ReviewOutcome
906,Twin Blade,Sweeping Advance,Not Tested,Twin Blade,18,PASS,SweepingAdvance/TwinBladeCyclone/Sweeping Advance rank 1,SweepingAdvanceTrait: no active ability definition,Per-target Stamina restoration applies across area combat skills.
908,Twin Blade,Spinning Whirl II,Not Tested,Twin Blade,20,PASS,SpinningWhirl/TwinBladeCyclone/Spinning Whirl rank 2,SpinningWhirl2: SpinningWhirlAbilityDefinition.cs name='Spinning Whirl II' level=2 skill=TwinBlade activation=Casted FP=- STM=8 cast=0 cooldown=24,No additional mismatch identified in source review; see generated registry evidence and group validation in PerkTrackerReview.md.
909,Twin Blade,Blade Vortex II,Not Tested,Twin Blade,21,PASS,BladeVortex/TwinBladeCyclone/Blade Vortex rank 2,BladeVortex2: BladeVortexAbilityDefinition.cs name='Blade Vortex II' level=2 skill=TwinBlade activation=Casted FP=- STM=9 cast=0 cooldown=30,"Restore Stamina once after three distinct targets land, including deferred area impacts."
910,Twin Blade,Edge Rhythm,Not Tested,Twin Blade,22,PASS,EdgeRhythm/TwinBladeCyclone/Edge Rhythm rank 1,EdgeRhythmTrait: no active ability definition,No additional mismatch identified in source review; see generated registry evidence and group validation in PerkTrackerReview.md.
911,Twin Blade,Spinning Whirl III,Not Tested,Twin Blade,23,PASS,SpinningWhirl/TwinBladeCyclone/Spinning Whirl rank 3,SpinningWhirl3: SpinningWhirlAbilityDefinition.cs name='Spinning Whirl III' level=3 skill=TwinBlade activation=Casted FP=- STM=10 cast=0 cooldown=24,No additional mismatch identified in source review; see generated registry evidence and group validation in PerkTrackerReview.md.
914,Twin Blade,Tempest Bloom,Fail,Twin Blade,26,PASS,TempestBloom/TwinBladeCyclone/Tempest Bloom rank 1,TempestBloom1: TempestBloomAbilityDefinition.cs name='Tempest Bloom' level=1 skill=TwinBlade activation=Casted FP=- STM=15 cast=2 cooldown=90,Replaced fragmentation field with one immediate 5m physical pulse per landed area cast; shared cast identity survives delayed shapes and persistent fields. Approved Bible clarification.
934,Vibroblade,Executioner I,Retest,Vibroblade,10,PASS,Executioner/VibrobladeOffense/Executioner rank 1,ExecutionerTrait: no active ability definition,No additional mismatch identified in source review; see generated registry evidence and group validation in PerkTrackerReview.md.
935,Vibroblade,Rundown I,Retest,Vibroblade,11,PASS,Rundown/VibrobladeOffense/Rundown rank 1,RundownTrait: no active ability definition,No additional mismatch identified in source review; see generated registry evidence and group validation in PerkTrackerReview.md.
940,Vibroblade,Berserker Stance,Retest,Vibroblade,16,PASS,BerserkerStance/VibrobladeOffense/Berserker Stance rank 1,BerserkerStance1: BerserkerStanceAbilityDefinition.cs name='Berserker Stance' level=1 skill=Invalid activation=Casted FP=- STM=- cast=2 cooldown=30,No additional mismatch identified in source review; see generated registry evidence and group validation in PerkTrackerReview.md.
941,Vibroblade,Rundown II,Retest,Vibroblade,17,PASS,Rundown/VibrobladeOffense/Rundown rank 2,-,No additional mismatch identified in source review; see generated registry evidence and group validation in PerkTrackerReview.md.
942,Vibroblade,Follow-Through,Retest,Vibroblade,18,PASS,FollowThrough/VibrobladeOffense/Follow-Through rank 1,FollowThroughTrait: no active ability definition,No additional mismatch identified in source review; see generated registry evidence and group validation in PerkTrackerReview.md.
946,Vibroblade,Executioner II,Retest,Vibroblade,22,PASS,Executioner/VibrobladeOffense/Executioner rank 2,-,No additional mismatch identified in source review; see generated registry evidence and group validation in PerkTrackerReview.md.
949,Vibroblade,Rundown III,Retest,Vibroblade,25,PASS,Rundown/VibrobladeOffense/Rundown rank 3,-,No additional mismatch identified in source review; see generated registry evidence and group validation in PerkTrackerReview.md.
950,Vibroblade,Blood Frenzy,Retest,Vibroblade,26,PASS,BloodFrenzy/VibrobladeOffense/Blood Frenzy rank 1,BloodFrenzyTrait: no active ability definition,No additional mismatch identified in source review; see generated registry evidence and group validation in PerkTrackerReview.md.
969,Vibroknife,Pathogen Strike I,Retest,Vibroknife,9,PASS,PathogenStrike/VibroknifeShadow/Pathogen Strike rank 1,PathogenStrike1: PathogenStrikeAbilityDefinition.cs name='Pathogen Strike I' level=1 skill=Vibroknife activation=Weapon FP=- STM=3 cast=0 cooldown=12,No additional mismatch identified in source review; see generated registry evidence and group validation in PerkTrackerReview.md.
970,Vibroknife,Hypermetabolize,Retest,Vibroknife,10,PASS,Hypermetabolize/VibroknifeShadow/Hypermetabolize rank 1,HypermetabolizeTrait: no active ability definition,No additional mismatch identified in source review; see generated registry evidence and group validation in PerkTrackerReview.md.
973,Vibroknife,Pathogen Strike II,Retest,Vibroknife,13,PASS,PathogenStrike/VibroknifeShadow/Pathogen Strike rank 2,PathogenStrike2: PathogenStrikeAbilityDefinition.cs name='Pathogen Strike II' level=2 skill=Vibroknife activation=Weapon FP=- STM=4 cast=0 cooldown=12,No additional mismatch identified in source review; see generated registry evidence and group validation in PerkTrackerReview.md.
978,Vibroknife,Venom Tempo,Retest,Vibroknife,18,PASS,VenomTempo/VibroknifeShadow/Venom Tempo rank 1,VenomTempoTrait: no active ability definition,No additional mismatch identified in source review; see generated registry evidence and group validation in PerkTrackerReview.md.
979,Vibroknife,Pathogen Strike III,Retest,Vibroknife,19,PASS,PathogenStrike/VibroknifeShadow/Pathogen Strike rank 3,PathogenStrike3: PathogenStrikeAbilityDefinition.cs name='Pathogen Strike III' level=3 skill=Vibroknife activation=Weapon FP=- STM=5 cast=0 cooldown=12,No additional mismatch identified in source review; see generated registry evidence and group validation in PerkTrackerReview.md.
984,Vibroknife,Pathogen Strike IV,Retest,Vibroknife,24,PASS,PathogenStrike/VibroknifeShadow/Pathogen Strike rank 4,PathogenStrike4: PathogenStrikeAbilityDefinition.cs name='Pathogen Strike IV' level=4 skill=Vibroknife activation=Weapon FP=- STM=6 cast=0 cooldown=12,No additional mismatch identified in source review; see generated registry evidence and group validation in PerkTrackerReview.md.
989,Vibroknife,First Strike I,Retest,Vibroknife,31,PASS,FirstStrike/VibroknifeSaboteur/First Strike rank 1,FirstStrikeTrait: no active ability definition,No additional mismatch identified in source review; see generated registry evidence and group validation in PerkTrackerReview.md.
993,Vibroknife,Backstab I,Retest,Vibroknife,35,PASS,Backstab/VibroknifeSaboteur/Backstab rank 1,Backstab1: BackstabAbilityDefinition.cs name='Backstab I' level=1 skill=Vibroknife activation=Casted FP=- STM=8 cast=0 cooldown=45,No additional mismatch identified in source review; see generated registry evidence and group validation in PerkTrackerReview.md.
995,Vibroknife,First Strike II,Retest,Vibroknife,37,PASS,FirstStrike/VibroknifeSaboteur/First Strike rank 2,-,No additional mismatch identified in source review; see generated registry evidence and group validation in PerkTrackerReview.md.
999,Vibroknife,Backstab II,Retest,Vibroknife,41,PASS,Backstab/VibroknifeSaboteur/Backstab rank 2,Backstab2: BackstabAbilityDefinition.cs name='Backstab II' level=2 skill=Vibroknife activation=Casted FP=- STM=10 cast=0 cooldown=45,No additional mismatch identified in source review; see generated registry evidence and group validation in PerkTrackerReview.md.
1000,Vibroknife,Hobbled,Retest,Vibroknife,42,PASS,Hobbled/VibroknifeSaboteur/Hobbled rank 1,HobbledTrait: no active ability definition,No additional mismatch identified in source review; see generated registry evidence and group validation in PerkTrackerReview.md.
1003,Vibroknife,First Strike III,Retest,Vibroknife,45,PASS,FirstStrike/VibroknifeSaboteur/First Strike rank 3,-,No additional mismatch identified in source review; see generated registry evidence and group validation in PerkTrackerReview.md.
